"Kod";"Nazwa";"ogółem;ogółem;2018;[osoba]";
2811044;"Nidzica - miasto (4)";13820;
2811045;"Nidzica - obszar wiejski (5)";7291;
2812000;"Powiat nowomiejski";43997;
2812011;"Nowe Miasto Lubawskie (1)";10925;
2812022;"Biskupiec (2)";9403;
2812032;"Grodziczno (2)";6324;
2812042;"Kurzętnik (2)";9132;
2812052;"Nowe Miasto Lubawskie (2)";8213;
2813000;"Powiat olecki";34433;
2813032;"Kowale Oleckie (2)";5035;
2813043;"Olecko (3)";22106;
2813044;"Olecko - miasto (4)";16477;
2813045;"Olecko - obszar wiejski (5)";5629;
2813052;"Świętajno (2)";3927;
2813062;"Wieliczki (2)";3365;
2814000;"Powiat olsztyński";126018;
2814013;"Barczewo (3)";18030;
2814014;"Barczewo - miasto (4)";7535;
2814015;"Barczewo - obszar wiejski (5)";10495;
2814023;"Biskupiec (3)";19066;
2814024;"Biskupiec - miasto (4)";10602;
2814025;"Biskupiec - obszar wiejski (5)";8464;
2814033;"Dobre Miasto (3)";15908;
2814034;"Dobre Miasto - miasto (4)";10239;
2814035;"Dobre Miasto - obszar wiejski (5)";5669;
2814042;"Dywity (2)";11697;
2814052;"Gietrzwałd (2)";6653;
2814063;"Jeziorany (3)";7789;
2814064;"Jeziorany - miasto (4)";3225;
2814065;"Jeziorany - obszar wiejski (5)";4564;
2814072;"Jonkowo (2)";7391;
2814082;"Kolno (2)";3184;
2814093;"Olsztynek (3)";13808;
2814094;"Olsztynek - miasto (4)";7581;
2814095;"Olsztynek - obszar wiejski (5)";6227;
2814102;"Purda (2)";8639;
2814112;"Stawiguda (2)";9748;
2814122;"Świątki (2)";4105;
2815000;"Powiat ostródzki";104780;
2815011;"Ostróda (1)";32996;
2815022;"Dąbrówno (2)";4331;
2815032;"Grunwald (2)";5649;
2815042;"Łukta (2)";4485;
2815052;"Małdyty (2)";6300;
2815063;"Miłakowo (3)";5467;
2815064;"Miłakowo - miasto (4)";2560;
2815065;"Miłakowo - obszar wiejski (5)";2907;
2815073;"Miłomłyn (3)";4975;
2815074;"Miłomłyn - miasto (4)";2442;
2815075;"Miłomłyn - obszar wiejski (5)";2533;
2815083;"Morąg (3)";24439;
2815084;"Morąg - miasto (4)";13838;
2815085;"Morąg - obszar wiejski (5)";10601;
2815092;"Ostróda (2)";16138;
2816000;"Powiat piski";56570;
2816013;"Biała Piska (3)";11773;
2816014;"Biała Piska - miasto (4)";4030;
2816015;"Biała Piska - obszar wiejski (5)";7743;
2816023;"Orzysz (3)";8973;
2816024;"Orzysz - miasto (4)";5579;
2816025;"Orzysz - obszar wiejski (5)";3394;
2816033;"Pisz (3)";27783;
2816034;"Pisz - miasto (4)";19318;
2816035;"Pisz - obszar wiejski (5)";8465;
2816043;"Ruciane-Nida (3)";8041;
2816044;"Ruciane-Nida - miasto (4)";4474;
2816045;"Ruciane-Nida - obszar wiejski (5)";3567;
2817000;"Powiat szczycieński";69885;
2817011;"Szczytno (1)";23343;
2817022;"Dźwierzuty (2)";6547;
2817032;"Jedwabno (2)";3667;
2817043;"Pasym (3)";5340;
2817044;"Pasym - miasto (4)";2517;
2817045;"Pasym - obszar wiejski (5)";2823;
2817052;"Rozogi (2)";5592;
2817062;"Szczytno (2)";12978;
2817072;"Świętajno (2)";5883;
2817082;"Wielbark (2)";6535;
2818000;"Powiat gołdapski";26908;
2818012;"Banie Mazurskie (2)";3731;
2818022;"Dubeninki (2)";2952;
2818033;"Gołdap (3)";20225;
2818034;"Gołdap - miasto (4)";13735;
2818035;"Gołdap - obszar wiejski (5)";6490;
2819000;"Powiat węgorzewski";22873;
2819012;"Budry (2)";2845;
2819022;"Pozezdrze (2)";3273;
2819033;"Węgorzewo (3)";16755;
2819034;"Węgorzewo - miasto (4)";11341;
2819035;"Węgorzewo - obszar wiejski (5)";5414;
2861000;"Powiat m.Elbląg";120142;
2861011;"Elbląg (1)";120142;
2862000;"Powiat m.Olsztyn";172362;
2862011;"Olsztyn (1)";172362;
3000000;"WIELKOPOLSKIE";3493969;
3001000;"Powiat chodzieski";47229;
3001011;"Chodzież (1)";18684;
3001022;"Budzyń (2)";8502;
3001032;"Chodzież (2)";6067;
3001043;"Margonin (3)";6468;
3001044;"Margonin - miasto (4)";3019;
3001045;"Margonin - obszar wiejski (5)";3449;
3001053;"Szamocin (3)";7508;
3001054;"Szamocin - miasto (4)";4222;
3001055;"Szamocin - obszar wiejski (5)";3286;
3002000;"Powiat czarnkowsko-trzcianecki";87420;
3002011;"Czarnków (1)";10735;
3002022;"Czarnków (2)";11414;
3002032;"Drawsko (2)";5844;
3002043;"Krzyż Wielkopolski (3)";8749;
3002044;"Krzyż Wielkopolski - miasto (4)";6216;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";2533;
3002052;"Lubasz (2)";7733;
3002062;"Połajewo (2)";6198;
3002073;"Trzcianka (3)";24354;
3002074;"Trzcianka - miasto (4)";17197;
3002075;"Trzcianka - obszar wiejski (5)";7157;
3002083;"Wieleń (3)";12393;
3002084;"Wieleń - miasto (4)";5919;
3002085;"Wieleń - obszar wiejski (5)";6474;
3003000;"Powiat gnieźnieński";145317;
3003011;"Gniezno (1)";68479;
3003023;"Czerniejewo (3)";7359;
3003024;"Czerniejewo - miasto (4)";2663;
3003025;"Czerniejewo - obszar wiejski (5)";4696;
3003032;"Gniezno (2)";11951;
3003042;"Kiszkowo (2)";5415;
3003053;"Kłecko (3)";7503;
3003054;"Kłecko - miasto (4)";2637;
3003055;"Kłecko - obszar wiejski (5)";4866;
3003062;"Łubowo (2)";6664;
3003072;"Mieleszyn (2)";4051;
3003082;"Niechanowo (2)";5923;
3003093;"Trzemeszno (3)";14294;
3003094;"Trzemeszno - miasto (4)";7670;
3003095;"Trzemeszno - obszar wiejski (5)";6624;
3003103;"Witkowo (3)";13678;
3003104;"Witkowo - miasto (4)";7893;
3003105;"Witkowo - obszar wiejski (5)";5785;
3004000;"Powiat gostyński";76011;
3004013;"Borek Wielkopolski (3)";7505;
3004014;"Borek Wielkopolski - miasto (4)";2526;
3004015;"Borek Wielkopolski - obszar wiejski (5)";4979;
3004023;"Gostyń (3)";28110;
3004024;"Gostyń - miasto (4)";20192;
3004025;"Gostyń - obszar wiejski (5)";7918;
3004033;"Krobia (3)";13034;
3004034;"Krobia - miasto (4)";4313;
3004035;"Krobia - obszar wiejski (5)";8721;
3004042;"Pępowo (2)";5981;
3004052;"Piaski (2)";8648;
3004063;"Pogorzela (3)";4989;
3004064;"Pogorzela - miasto (4)";2100;
3004065;"Pogorzela - obszar wiejski (5)";2889;
3004073;"Poniec (3)";7744;
3004074;"Poniec - miasto (4)";2851;
3004075;"Poniec - obszar wiejski (5)";4893;
3005000;"Powiat grodziski";51972;
3005012;"Granowo (2)";5127;
3005023;"Grodzisk Wielkopolski (3)";20001;
3005024;"Grodzisk Wielkopolski - miasto (4)";14633;
3005025;"Grodzisk Wielkopolski - obszar wiejski (5)";5368;
3005032;"Kamieniec (2)";6698;
3005043;"Rakoniewice (3)";13268;
3005044;"Rakoniewice - miasto (4)";3599;
3005045;"Rakoniewice - obszar wiejski (5)";9669;
3005053;"Wielichowo (3)";6878;
3005054;"Wielichowo - miasto (4)";1767;
3005055;"Wielichowo - obszar wiejski (5)";5111;
3006000;"Powiat jarociński";71686;
3006013;"Jaraczewo (3)";8152;
3006014;"Jaraczewo - miasto (4)";1420;
3006015;"Jaraczewo - obszar wiejski (5)";6732;
3006023;"Jarocin (3)";45778;
3006024;"Jarocin - miasto (4)";26256;
3006025;"Jarocin - obszar wiejski (5)";19522;
3006032;"Kotlin (2)";7437;
3006043;"Żerków (3)";10319;
3006044;"Żerków - miasto (4)";2132;
3006045;"Żerków - obszar wiejski (5)";8187;
3007000;"Powiat kaliski";83030;
3007012;"Blizanów (2)";9892;
3007022;"Brzeziny (2)";5830;
3007032;"Ceków-Kolonia (2)";4780;
3007042;"Godziesze Wielkie (2)";9524;
3007052;"Koźminek (2)";7538;
3007062;"Lisków (2)";5260;
3007072;"Mycielin (2)";4872;
3007083;"Opatówek (3)";10815;
3007084;"Opatówek - miasto (4)";3677;
3007085;"Opatówek - obszar wiejski (5)";7138;
3007093;"Stawiszyn (3)";7195;
3007094;"Stawiszyn - miasto (4)";1526;
3007095;"Stawiszyn - obszar wiejski (5)";5669;
3007102;"Szczytniki (2)";7852;
3007112;"Żelazków (2)";9472;
3008000;"Powiat kępiński";56486;
3008012;"Baranów (2)";7971;
3008022;"Bralin (2)";6083;
3008033;"Kępno (3)";24546;
3008034;"Kępno - miasto (4)";14123;
3008035;"Kępno - obszar wiejski (5)";10423;
3008042;"Łęka Opatowska (2)";5315;
3008052;"Perzów (2)";3804;
3008062;"Rychtal (2)";3819;
3008072;"Trzcinica (2)";4948;
3009000;"Powiat kolski";87216;
3009011;"Koło (1)";21994;
3009022;"Babiak (2)";7879;
3009032;"Chodów (2)";3075;
3009043;"Dąbie (3)";6353;
3009044;"Dąbie - miasto (4)";2002;
3009045;"Dąbie - obszar wiejski (5)";4351;
3009052;"Grzegorzew (2)";5695;
3009063;"Kłodawa (3)";12916;
3009064;"Kłodawa - miasto (4)";6481;
3009065;"Kłodawa - obszar wiejski (5)";6435;
3009072;"Koło (2)";7725;
3009082;"Kościelec (2)";6786;
3009092;"Olszówka (2)";4519;
3009102;"Osiek Mały (2)";6124;
3009113;"Przedecz (3)";4150;
3009114;"Przedecz - miasto (4)";1670;
3009115;"Przedecz - obszar wiejski (5)";2480;
3010000;"Powiat koniński";129966;
3010013;"Golina (3)";12083;
3010014;"Golina - miasto (4)";4503;
3010015;"Golina - obszar wiejski (5)";7580;
3010022;"Grodziec (2)";5206;
3010032;"Kazimierz Biskupi (2)";11466;
3010043;"Kleczew (3)";9986;
3010044;"Kleczew - miasto (4)";4186;
3010045;"Kleczew - obszar wiejski (5)";5800;
3010052;"Kramsk (2)";11226;
3010062;"Krzymów (2)";8034;
3010073;"Rychwał (3)";8311;
3010074;"Rychwał - miasto (4)";2391;
3010075;"Rychwał - obszar wiejski (5)";5920;
3010082;"Rzgów (2)";7291;
3010092;"Skulsk (2)";6154;
3010103;"Sompolno (3)";10375;
3010104;"Sompolno - miasto (4)";3552;
3010105;"Sompolno - obszar wiejski (5)";6823;
3010112;"Stare Miasto (2)";12266;
3010123;"Ślesin (3)";14032;
3010124;"Ślesin - miasto (4)";3151;
3010125;"Ślesin - obszar wiejski (5)";10881;
3010132;"Wierzbinek (2)";7336;
3010142;"Wilczyn (2)";6200;
3011000;"Powiat kościański";79230;
3011011;"Kościan (1)";23923;
3011023;"Czempiń (3)";11505;
3011024;"Czempiń - miasto (4)";5295;
3011025;"Czempiń - obszar wiejski (5)";6210;
3011032;"Kościan (2)";16063;
3011043;"Krzywiń (3)";10083;
3011044;"Krzywiń - miasto (4)";1714;
3011045;"Krzywiń - obszar wiejski (5)";8369;
3011053;"Śmigiel (3)";17656;
3011054;"Śmigiel - miasto (4)";5703;
3011055;"Śmigiel - obszar wiejski (5)";11953;
3012000;"Powiat krotoszyński";77488;
3012011;"Sulmierzyce (1)";2887;
3012023;"Kobylin (3)";8077;
3012024;"Kobylin - miasto (4)";3245;
3012025;"Kobylin - obszar wiejski (5)";4832;
3012033;"Koźmin Wielkopolski (3)";13307;
3012034;"Koźmin Wielkopolski - miasto (4)";6536;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";6771;
3012043;"Krotoszyn (3)";40472;
3012044;"Krotoszyn - miasto (4)";28969;
3012045;"Krotoszyn - obszar wiejski (5)";11503;
3012052;"Rozdrażew (2)";5195;
3012063;"Zduny (3)";7550;
3012064;"Zduny - miasto (4)";4534;
3012065;"Zduny - obszar wiejski (5)";3016;
3013000;"Powiat leszczyński";56485;
3013012;"Krzemieniewo (2)";8332;
3013022;"Lipno (2)";8124;
3013033;"Osieczna (3)";9197;
3013034;"Osieczna - miasto (4)";2347;
3013035;"Osieczna - obszar wiejski (5)";6850;
3013043;"Rydzyna (3)";9437;
3013044;"Rydzyna - miasto (4)";2867;
3013045;"Rydzyna - obszar wiejski (5)";6570;
3013052;"Święciechowa (2)";8001;
3013062;"Wijewo (2)";3813;
3013072;"Włoszakowice (2)";9581;
3014000;"Powiat międzychodzki";36982;
3014012;"Chrzypsko Wielkie (2)";3347;
3014022;"Kwilcz (2)";6404;
3014033;"Międzychód (3)";18463;
3014034;"Międzychód - miasto (4)";10623;
3014035;"Międzychód - obszar wiejski (5)";7840;
3014043;"Sieraków (3)";8768;
3014044;"Sieraków - miasto (4)";6056;
3014045;"Sieraków - obszar wiejski (5)";2712;
3015000;"Powiat nowotomyski";75363;
3015012;"Kuślin (2)";5504;
3015023;"Lwówek (3)";9150;
3015024;"Lwówek - miasto (4)";2977;
3015025;"Lwówek - obszar wiejski (5)";6173;
3015032;"Miedzichowo (2)";3696;
3015043;"Nowy Tomyśl (3)";26845;
3015044;"Nowy Tomyśl - miasto (4)";14603;
3015045;"Nowy Tomyśl - obszar wiejski (5)";12242;
3015053;"Opalenica (3)";16395;
3015054;"Opalenica - miasto (4)";9596;
3015055;"Opalenica - obszar wiejski (5)";6799;
3015063;"Zbąszyń (3)";13773;
3015064;"Zbąszyń - miasto (4)";7278;
3015065;"Zbąszyń - obszar wiejski (5)";6495;
3016000;"Powiat obornicki";59858;
3016013;"Oborniki (3)";34157;
3016014;"Oborniki - miasto (4)";18179;
3016015;"Oborniki - obszar wiejski (5)";15978;
3016023;"Rogoźno (3)";18367;
3016024;"Rogoźno - miasto (4)";11148;
3016025;"Rogoźno - obszar wiejski (5)";7219;
3016032;"Ryczywół (2)";7334;
3017000;"Powiat ostrowski";161519;
3017011;"Ostrów Wielkopolski (1)";72050;
3017023;"Nowe Skalmierzyce (3)";15478;
3017024;"Nowe Skalmierzyce - miasto (4)";4770;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";10708;
3017033;"Odolanów (3)";14628;
3017034;"Odolanów - miasto (4)";5130;
3017035;"Odolanów - obszar wiejski (5)";9498;
3017042;"Ostrów Wielkopolski (2)";19097;
3017052;"Przygodzice (2)";12123;
3017063;"Raszków (3)";11901;
3017064;"Raszków - miasto (4)";2099;
3017065;"Raszków - obszar wiejski (5)";9802;
3017072;"Sieroszewice (2)";9663;
3017082;"Sośnie (2)";6579;
3018000;"Powiat ostrzeszowski";55403;
3018012;"Czajków (2)";2504;
3018022;"Doruchów (2)";5377;
3018033;"Grabów nad Prosną (3)";7789;
3018034;"Grabów nad Prosną - miasto (4)";1940;
3018035;"Grabów nad Prosną - obszar wiejski (5)";5849;
3018042;"Kobyla Góra (2)";6141;
3018052;"Kraszewice (2)";3609;
3018063;"Mikstat (3)";6066;
3018064;"Mikstat - miasto (4)";1855;
3018065;"Mikstat - obszar wiejski (5)";4211;
3018073;"Ostrzeszów (3)";23917;
3018074;"Ostrzeszów - miasto (4)";14176;
3018075;"Ostrzeszów - obszar wiejski (5)";9741;
3019000;"Powiat pilski";136621;
3019011;"Piła (1)";73398;
3019022;"Białośliwie (2)";4879;
3019032;"Kaczory (2)";7941;
3019043;"Łobżenica (3)";9586;
3019044;"Łobżenica - miasto (4)";2972;
3019045;"Łobżenica - obszar wiejski (5)";6614;
3019052;"Miasteczko Krajeńskie (2)";3194;
3019062;"Szydłowo (2)";9074;
3019073;"Ujście (3)";7961;
3019074;"Ujście - miasto (4)";3697;
3019075;"Ujście - obszar wiejski (5)";4264;
3019083;"Wyrzysk (3)";13960;
3019084;"Wyrzysk - miasto (4)";5139;
3019085;"Wyrzysk - obszar wiejski (5)";8821;
3019093;"Wysoka (3)";6628;
3019094;"Wysoka - miasto (4)";2647;
3019095;"Wysoka - obszar wiejski (5)";3981;
3020000;"Powiat pleszewski";63147;
3020013;"Chocz (3)";4750;
3020014;"Chocz - miasto (4)";1777;
3020015;"Chocz - obszar wiejski (5)";2973;
3020022;"Czermin (2)";4919;
3020033;"Dobrzyca (3)";8165;
3020034;"Dobrzyca - miasto (4)";3128;
3020035;"Dobrzyca - obszar wiejski (5)";5037;
3020042;"Gizałki (2)";4643;
3020052;"Gołuchów (2)";10727;
3020063;"Pleszew (3)";29943;
3020064;"Pleszew - miasto (4)";17356;
3020065;"Pleszew - obszar wiejski (5)";12587;
3021000;"Powiat poznański";390308;
3021011;"Luboń (1)";31783;
3021021;"Puszczykowo (1)";9698;
3021033;"Buk (3)";12562;
3021034;"Buk - miasto (4)";6064;
3021035;"Buk - obszar wiejski (5)";6498;
3021042;"Czerwonak (2)";27518;
3021052;"Dopiewo (2)";26759;
3021062;"Kleszczewo (2)";8440;
3021072;"Komorniki (2)";29378;
3021083;"Kostrzyn (3)";18261;
3021084;"Kostrzyn - miasto (4)";9677;
3021085;"Kostrzyn - obszar wiejski (5)";8584;
3021093;"Kórnik (3)";28304;
3021094;"Kórnik - miasto (4)";7847;
3021095;"Kórnik - obszar wiejski (5)";20457;
3021103;"Mosina (3)";33053;
3021104;"Mosina - miasto (4)";14015;
3021105;"Mosina - obszar wiejski (5)";19038;
3021113;"Murowana Goślina (3)";16864;
3021114;"Murowana Goślina - miasto (4)";10396;
3021115;"Murowana Goślina - obszar wiejski (5)";6468;
3021123;"Pobiedziska (3)";19551;
3021124;"Pobiedziska - miasto (4)";9181;
3021125;"Pobiedziska - obszar wiejski (5)";10370;
3021132;"Rokietnica (2)";17770;
3021143;"Stęszew (3)";15032;
3021144;"Stęszew - miasto (4)";5931;
3021145;"Stęszew - obszar wiejski (5)";9101;
3021152;"Suchy Las (2)";17599;
3021163;"Swarzędz (3)";50667;
3021164;"Swarzędz - miasto (4)";30433;
3021165;"Swarzędz - obszar wiejski (5)";20234;
3021172;"Tarnowo Podgórne (2)";27069;
3022000;"Powiat rawicki";60405;
3022013;"Bojanowo (3)";8739;
3022014;"Bojanowo - miasto (4)";2923;
3022015;"Bojanowo - obszar wiejski (5)";5816;
3022023;"Jutrosin (3)";7127;
3022024;"Jutrosin - miasto (4)";1967;
3022025;"Jutrosin - obszar wiejski (5)";5160;
3022033;"Miejska Górka (3)";9304;
3022034;"Miejska Górka - miasto (4)";3244;
3022035;"Miejska Górka - obszar wiejski (5)";6060;
3022042;"Pakosław (2)";4837;
3022053;"Rawicz (3)";30398;
3022054;"Rawicz - miasto (4)";20337;
3022055;"Rawicz - obszar wiejski (5)";10061;
3023000;"Powiat słupecki";59371;
3023011;"Słupca (1)";13773;
3023022;"Lądek (2)";5762;
3023032;"Orchowo (2)";3815;
3023042;"Ostrowite (2)";5116;
3023052;"Powidz (2)";2319;
3023062;"Słupca (2)";9234;
3023072;"Strzałkowo (2)";10325;
3023083;"Zagórów (3)";9027;
3023084;"Zagórów - miasto (4)";3005;
3023085;"Zagórów - obszar wiejski (5)";6022;
3024000;"Powiat szamotulski";91185;
3024011;"Obrzycko (1)";2385;
3024022;"Duszniki (2)";8997;
3024032;"Kaźmierz (2)";8583;
3024042;"Obrzycko (2)";4501;
3024053;"Ostroróg (3)";4963;
3024054;"Ostroróg - miasto (4)";1920;
3024055;"Ostroróg - obszar wiejski (5)";3043;
3024063;"Pniewy (3)";12620;
3024064;"Pniewy - miasto (4)";8060;
3024065;"Pniewy - obszar wiejski (5)";4560;
3024073;"Szamotuły (3)";30047;
3024074;"Szamotuły - miasto (4)";18776;
3024075;"Szamotuły - obszar wiejski (5)";11271;
3024083;"Wronki (3)";19089;
3024084;"Wronki - miasto (4)";11199;
3024085;"Wronki - obszar wiejski (5)";7890;
3025000;"Powiat średzki";58456;
3025012;"Dominowo (2)";3020;
3025022;"Krzykosy (2)";7054;
3025032;"Nowe Miasto nad Wartą (2)";9084;
3025043;"Środa Wielkopolska (3)";32365;
3025044;"Środa Wielkopolska - miasto (4)";23312;
3025045;"Środa Wielkopolska - obszar wiejski (5)";9053;
3025052;"Zaniemyśl (2)";6933;
3026000;"Powiat śremski";61325;
3026012;"Brodnica (2)";4862;
3026023;"Dolsk (3)";5877;
3026024;"Dolsk - miasto (4)";1560;
3026025;"Dolsk - obszar wiejski (5)";4317;
3026033;"Książ Wielkopolski (3)";8536;
3026034;"Książ Wielkopolski - miasto (4)";2726;
3026035;"Książ Wielkopolski - obszar wiejski (5)";5810;
3026043;"Śrem (3)";42050;
3026044;"Śrem - miasto (4)";29714;
3026045;"Śrem - obszar wiejski (5)";12336;
3027000;"Powiat turecki";84101;
3027011;"Turek (1)";27109;
3027022;"Brudzew (2)";5950;
3027033;"Dobra (3)";6192;
3027034;"Dobra - miasto (4)";1387;
3027035;"Dobra - obszar wiejski (5)";4805;
3027042;"Kawęczyn (2)";5206;
3027052;"Malanów (2)";6535;
3027062;"Przykona (2)";4529;
3027073;"Tuliszków (3)";10594;
3027074;"Tuliszków - miasto (4)";3270;
3027075;"Tuliszków - obszar wiejski (5)";7324;
3027082;"Turek (2)";9874;
3027092;"Władysławów (2)";8112;
3028000;"Powiat wągrowiecki";70274;
3028011;"Wągrowiec (1)";25648;
3028022;"Damasławek (2)";5402;
3028033;"Gołańcz (3)";8337;
3028034;"Gołańcz - miasto (4)";3336;
3028035;"Gołańcz - obszar wiejski (5)";5001;
3028042;"Mieścisko (2)";5999;
3028053;"Skoki (3)";9659;
3028054;"Skoki - miasto (4)";4346;
3028055;"Skoki - obszar wiejski (5)";5313;
3028062;"Wapno (2)";3008;
3028072;"Wągrowiec (2)";12221;
3029000;"Powiat wolsztyński";57326;
3029012;"Przemęt (2)";14124;
3029022;"Siedlec (2)";12706;
3029033;"Wolsztyn (3)";30496;
3029034;"Wolsztyn - miasto (4)";13183;
3029035;"Wolsztyn - obszar wiejski (5)";17313;
3030000;"Powiat wrzesiński";77667;
3030012;"Kołaczkowo (2)";6045;
3030023;"Miłosław (3)";10286;
3030024;"Miłosław - miasto (4)";3572;
3030025;"Miłosław - obszar wiejski (5)";6714;
3030033;"Nekla (3)";7515;
3030034;"Nekla - miasto (4)";3754;
3030035;"Nekla - obszar wiejski (5)";3761;
3030043;"Pyzdry (3)";7026;
3030044;"Pyzdry - miasto (4)";3145;
3030045;"Pyzdry - obszar wiejski (5)";3881;
3030053;"Września (3)";46795;
3030054;"Września - miasto (4)";30558;
3030055;"Września - obszar wiejski (5)";16237;
3031000;"Powiat złotowski";69606;
3031011;"Złotów (1)";18446;
3031023;"Jastrowie (3)";11516;
3031024;"Jastrowie - miasto (4)";8598;
3031025;"Jastrowie - obszar wiejski (5)";2918;
3031033;"Krajenka (3)";7520;
3031034;"Krajenka - miasto (4)";3638;
3031035;"Krajenka - obszar wiejski (5)";3882;
3031042;"Lipka (2)";5565;
3031053;"Okonek (3)";8612;
3031054;"Okonek - miasto (4)";3900;
3031055;"Okonek - obszar wiejski (5)";4712;
3031062;"Tarnówka (2)";3075;
3031072;"Zakrzewo (2)";4935;
3031082;"Złotów (2)";9937;
3061000;"Powiat m.Kalisz";100975;
3061011;"Kalisz (1)";100975;
3062000;"Powiat m.Konin";74151;
3062011;"Konin (1)";74151;
3063000;"Powiat m.Leszno";63952;
3063011;"Leszno (1)";63952;
3064000;"Powiat m.Poznań";536438;
3064011;"Poznań (1)";536438;
3200000;"ZACHODNIOPOMORSKIE";1701030;
3201000;"Powiat białogardzki";47846;
3201011;"Białogard (1)";24339;
3201022;"Białogard (2)";7587;
3201033;"Karlino (3)";9125;
3201034;"Karlino - miasto (4)";5919;
3201035;"Karlino - obszar wiejski (5)";3206;
3201043;"Tychowo (3)";6795;
3201044;"Tychowo - miasto (4)";2517;
3201045;"Tychowo - obszar wiejski (5)";4278;
3202000;"Powiat choszczeński";48602;
3202012;"Bierzwnik (2)";4692;
3202023;"Choszczno (3)";21738;
3202024;"Choszczno - miasto (4)";15248;
3202025;"Choszczno - obszar wiejski (5)";6490;
3202033;"Drawno (3)";5093;
3202034;"Drawno - miasto (4)";2290;
3202035;"Drawno - obszar wiejski (5)";2803;
3202042;"Krzęcin (2)";3727;
3202053;"Pełczyce (3)";7811;
3202054;"Pełczyce - miasto (4)";2589;
3202055;"Pełczyce - obszar wiejski (5)";5222;
3202063;"Recz (3)";5541;
3202064;"Recz - miasto (4)";2914;
3202065;"Recz - obszar wiejski (5)";2627;
3203000;"Powiat drawski";57397;
3203013;"Czaplinek (3)";11853;
3203014;"Czaplinek - miasto (4)";7124;
3203015;"Czaplinek - obszar wiejski (5)";4729;
3203023;"Drawsko Pomorskie (3)";16218;
3203024;"Drawsko Pomorskie - miasto (4)";11657;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";4561;
3203033;"Kalisz Pomorski (3)";7370;
3203034;"Kalisz Pomorski - miasto (4)";4377;
3203035;"Kalisz Pomorski - obszar wiejski (5)";2993;
3203042;"Ostrowice (2)";2478;
3203052;"Wierzchowo (2)";4305;
3203063;"Złocieniec (3)";15173;
3203064;"Złocieniec - miasto (4)";12950;
3203065;"Złocieniec - obszar wiejski (5)";2223;
3204000;"Powiat goleniowski";82540;
3204023;"Goleniów (3)";36058;
3204024;"Goleniów - miasto (4)";22403;
3204025;"Goleniów - obszar wiejski (5)";13655;
3204033;"Maszewo (3)";8791;
3204034;"Maszewo - miasto (4)";3363;
3204035;"Maszewo - obszar wiejski (5)";5428;
3204043;"Nowogard (3)";24719;
3204044;"Nowogard - miasto (4)";16671;
3204045;"Nowogard - obszar wiejski (5)";8048;
3204052;"Osina (2)";3039;
3204062;"Przybiernów (2)";5036;
3204073;"Stepnica (3)";4897;
3204074;"Stepnica - miasto (4)";2471;
3204075;"Stepnica - obszar wiejski (5)";2426;
3205000;"Powiat gryficki";60617;
3205012;"Brojce (2)";3767;
3205023;"Gryfice (3)";23866;
3205024;"Gryfice - miasto (4)";16527;
3205025;"Gryfice - obszar wiejski (5)";7339;
3205032;"Karnice (2)";4014;
3205043;"Płoty (3)";8894;
3205044;"Płoty - miasto (4)";3983;
3205045;"Płoty - obszar wiejski (5)";4911;
3205072;"Rewal (2)";3853;
3205083;"Trzebiatów (3)";16223;
3205084;"Trzebiatów - miasto (4)";10009;
3205085;"Trzebiatów - obszar wiejski (5)";6214;
3206000;"Powiat gryfiński";82530;
3206012;"Banie (2)";6375;
3206023;"Cedynia (3)";4306;
3206024;"Cedynia - miasto (4)";1573;
3206025;"Cedynia - obszar wiejski (5)";2733;
3206033;"Chojna (3)";13758;
3206034;"Chojna - miasto (4)";7390;
3206035;"Chojna - obszar wiejski (5)";6368;
3206043;"Gryfino (3)";32025;
3206044;"Gryfino - miasto (4)";21274;
3206045;"Gryfino - obszar wiejski (5)";10751;
3206053;"Mieszkowice (3)";7134;
3206054;"Mieszkowice - miasto (4)";3645;
3206055;"Mieszkowice - obszar wiejski (5)";3489;
3206063;"Moryń (3)";4301;
3206064;"Moryń - miasto (4)";1626;
3206065;"Moryń - obszar wiejski (5)";2675;
3206072;"Stare Czarnowo (2)";3837;
3206083;"Trzcińsko-Zdrój (3)";5329;
3206084;"Trzcińsko-Zdrój - miasto (4)";2273;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";3056;
3206092;"Widuchowa (2)";5465;
3207000;"Powiat kamieński";47227;
3207013;"Dziwnów (3)";3982;
3207014;"Dziwnów - miasto (4)";2698;
3207015;"Dziwnów - obszar wiejski (5)";1284;
3207023;"Golczewo (3)";5906;
3207024;"Golczewo - miasto (4)";2673;
3207025;"Golczewo - obszar wiejski (5)";3233;
3207033;"Kamień Pomorski (3)";14393;
3207034;"Kamień Pomorski - miasto (4)";8846;
3207035;"Kamień Pomorski - obszar wiejski (5)";5547;
3207043;"Międzyzdroje (3)";6504;
3207044;"Międzyzdroje - miasto (4)";5399;
3207045;"Międzyzdroje - obszar wiejski (5)";1105;
3207052;"Świerzno (2)";4226;
3207063;"Wolin (3)";12216;
3207064;"Wolin - miasto (4)";4828;
3207065;"Wolin - obszar wiejski (5)";7388;
